surname,origin
pisaro,iberica
pisco,iberica
piso,iberica
pisoeiro,iberica
pisonero,iberica
pisos,iberica
pissara,iberica
pissaro,iberica
pissarra,iberica
pissarro,iberica
pita,iberica
pitacas,iberica
pital,iberica
pitao,iberica
pitarch,iberica
pitarque,iberica
pite,iberica
piteira,iberica
pito,iberica
pitta,iberica
piulachs,iberica
piunca,iberica
pivida,iberica
piza,iberica
pizarro,iberica
pizarroso,iberica
pizzarro,iberica
pla,iberica
placa,iberica
place,iberica
placed,iberica
placencia,iberica
placencio,iberica
placer,iberica
places,iberica
placias,iberica
pladellorens,iberica
pladenas,iberica
plaja,iberica
plajas,iberica
plana,iberica
planas,iberica
planchart,iberica
planell,iberica
planelles,iberica
planells,iberica
planet,iberica
planillo,iberica
planisoles,iberica
plannerer,iberica
planos,iberica
plans,iberica
plantada,iberica
plantado,iberica
planton,iberica
plasa,iberica
plasas,iberica
plasencia,iberica
plasin,iberica
plass,iberica
plata,iberica
platas,iberica
platero,iberica
plaus,iberica
plaza,iberica
plazas,iberica
pleguecuelos,iberica
pleguesuelo,iberica
pleguezuelo,iberica
pleguezuelos,iberica
pleias,iberica
plicas,iberica
pliz,iberica
plobis,iberica
plou,iberica
plubins,iberica
plumed,iberica
pluvinet,iberica
pluwed,iberica
pobla,iberica
poblacion,iberica
poble,iberica
poblet,iberica
poca,iberica
pocallet,iberica
pocas,iberica
poch,iberica
pocidonio,iberica
pocina,iberica
pocinho,iberica
poco,iberica
pocos,iberica
pocovi,iberica
podadeira,iberica
podadera,iberica
poderos,iberica
poderosa,iberica
poderoso,iberica
poeira,iberica
poertas,iberica
poggioli,iberica
poi,iberica
poiares,iberica
poiato,iberica
poinha,iberica
poinho,iberica
poio,iberica
poitena,iberica
pola,iberica
polaco,iberica
polaino,iberica
polanco,iberica
polho,iberica
policarpo,iberica
polido,iberica
polinio,iberica
polit,iberica
pollan,iberica
pollo,iberica
polo,iberica
polomo,iberica
polonia,iberica
polonio,iberica
polvora,iberica
polvorinos,iberica
pomar,iberica
pomares,iberica
pomarol,iberica
pombal,iberica
pombar,iberica
pombares,iberica
pombeiro,iberica
pombinho,iberica
pombo,iberica
pomes,iberica
pommery,iberica
pompin,iberica
pomposo,iberica
pon,iberica
pona,iberica
ponce,iberica
poncelas,iberica
poncell,iberica
ponces,iberica
ponci,iberica
ponciano,iberica
poncio,iberica
pondevila,iberica
pone,iberica
pong,iberica
ponga,iberica
pons,iberica
ponsa,iberica
ponsati,iberica
ponse,iberica
ponsirenas,iberica
pont,iberica
pontac,iberica
ponte,iberica
pontes,iberica
pontet,iberica
pontinha,iberica
pontinhas,iberica
ponze,iberica
poo,iberica
poon,iberica
populo,iberica
poquet,iberica
porben,iberica
porca,iberica
porcar,iberica
porcel,iberica
porcuna,iberica
porea,iberica
porelo,iberica
porem,iberica
porlan,iberica
pormojinha,iberica
poro,iberica
porqueras,iberica
porqueres,iberica
porqueria,iberica
porra,iberica
porral,iberica
porrao,iberica
porras,iberica
porredon,iberica
porres,iberica
porrino,iberica
porsas,iberica
port,iberica
portabales,iberica
portables,iberica
portagero,iberica
portal,iberica
portalegre,iberica
portales,iberica
portals,iberica
portana,iberica
portas,iberica
portasio,iberica
portazio,iberica
portea,iberica
porteiro,iberica
portela,iberica
portelada,iberica
portelinha,iberica
portell,iberica
portella,iberica
portello,iberica
portelo,iberica
porter,iberica
portero,iberica
portes,iberica
portet,iberica
portico,iberica
portigo,iberica
portilha,iberica
portilho,iberica
portilla,iberica
portillo,iberica
portinha,iberica
porto,iberica
portoles,iberica
portomene,iberica
portos,iberica
portovedo,iberica
portugues,iberica
posac,iberica
posada,iberica
posadas,iberica
pose,iberica
poseiro,iberica
poso,iberica
possaco,iberica
possacos,iberica
possadas,iberica
possatos,iberica
posse,iberica
possidonio,iberica
posso,iberica
postigo,iberica
potasio,iberica
pote,iberica
potel,iberica
potes,iberica
potino,iberica
potje,iberica
potti,iberica
pou,iberica
pouca,iberica
poullies,iberica
pouparina,iberica
pous,iberica
pousa,iberica
pousada,iberica
pousadas,iberica
pousadela,iberica
pouseiro,iberica
pouso,iberica
pouveia,iberica
pouza,iberica
pouzada,iberica
pouzas,iberica
povea,iberica
poveda,iberica
povedano,iberica
poves,iberica
povill,iberica
povinha,iberica
povo,iberica
povoa,iberica
povoacao,iberica
povoas,iberica
poyares,iberica
poyato,iberica
poyatos,iberica
poyo,iberica
poza,iberica
pozada,iberica
pozas,iberica
pozo,iberica
pozueco,iberica
pozuelo,iberica
praca,iberica
prada,iberica
pradas,iberica
pradera,iberica
prades,iberica
pradillas,iberica
prado,iberica
prados,iberica
praga,iberica
pragana,iberica
pragelas,iberica
pragosa,iberica
praile,iberica
prajelas,iberica
prana,iberica
pranches,iberica
praseres,iberica
prat,iberica
prata,iberica
pratas,iberica
prates,iberica
prats,iberica
pravia,iberica
praxedes,iberica
prazeres,iberica
precedo,iberica
preces,iberica
preciado,iberica
preciosa,iberica
preckler,iberica
predo,iberica
predreno,iberica
pregal,iberica
pregigneiro,iberica
pregigueiro,iberica
prego,iberica
preguica,iberica
preitel,iberica
preito,iberica
preixens,iberica
prel,iberica
prelada,iberica
prenda,iberica
prendes,iberica
presa,iberica
presada,iberica
presado,iberica
presamanes,iberica
presaras,iberica
presas,iberica
presedo,iberica
presencia,iberica
presentacion,iberica
presmanes,iberica
presno,iberica
pressa,iberica
prestamero,iberica
prestamo,iberica
presunto,iberica
pretel,iberica
preteles,iberica
preto,iberica
prez,iberica
preza,iberica
prezado,iberica
priante,iberica
priego,iberica
priegue,iberica
prieres,iberica
prieste,iberica
prieto,iberica
prietro,iberica
prim,iberica
primitivo,iberica
primo,iberica
prior,iberica
prioste,iberica
pristilo,iberica
pristis,iberica
priu,iberica
privat,iberica
pro,iberica
probaos,iberica
proenca,iberica
prol,iberica
pronesti,iberica
pros,iberica
prosper,iberica
protasio,iberica
protazio,iberica
prous,iberica
provison,iberica
provisor,iberica
pruano,iberica
prudencio,iberica
pruja,iberica
pruna,iberica
pruneda,iberica
prunera,iberica
prunes,iberica
prunonosa,iberica
prunor,iberica
pua,iberica
puate,iberica
pubill,iberica
publio,iberica
puceiro,iberica
puch,iberica
puchades,iberica
puchal,iberica
puchalt,iberica
puche,iberica
pudas,iberica
puebla,iberica
puejo,iberica
puente,iberica
puentes,iberica
puerta,iberica
puertas,iberica
puertes,iberica
puerto,iberica
puertolas,iberica
puertos,iberica
pueyo,iberica
puga,iberica
pugas,iberica
puig,iberica
puigbo,iberica
puigcerver,iberica
puigdefabregas,iberica
puigdemont,iberica
puigdomenech,iberica
puigdueta,iberica
puiggali,iberica
puiggros,iberica
puigmarti,iberica
puignan,iberica
puignau,iberica
puigvert,iberica
puim,iberica
puime,iberica
puiol,iberica
pujabet,iberica
pujada,iberica
pujadas,iberica
pujados,iberica
pujajon,iberica
pujalte,iberica
pujante,iberica
pujol,iberica
pujola,iberica
pujolar,iberica
pulgas,iberica
pulgo,iberica
pulhas,iberica
pulian,iberica
pulido,iberica
pull,iberica
puller,iberica
pulles,iberica
pulpon,iberica
pulqueria,iberica
pulquerio,iberica
pulve,iberica
pumar,iberica
pumares,iberica
pumarola,iberica
pumeda,iberica
punet,iberica
pungin,iberica
punsati,iberica
puntas,iberica
punti,iberica
puntonet,iberica
puras,iberica
pureza,iberica
puri,iberica
purificacao,iberica
puron,iberica
purralo,iberica
purrinos,iberica
purset,iberica
pusa,iberica
pusdomena,iberica
pusol,iberica
puvill,iberica
puy,iberica
puyal,iberica
puyalto,iberica
quadrada,iberica
quadrade,iberica
quadrado,iberica
quadrazenho,iberica
quadrio,iberica
quadros,iberica
quaresma,iberica
quartero,iberica
quartilho,iberica
quartim,iberica
quartin,iberica
quatorse,iberica
quatorze,iberica
quebra,iberica
quebrada,iberica
quecada,iberica
quecedo,iberica
queda,iberica
quedas,iberica
quedes,iberica
queiga,iberica
queija,iberica
queijeiro,iberica
queijo,iberica
queimada,iberica
queimadelos,iberica
queimado,iberica
queipo,iberica
queiro,iberica
queiroga,iberica
queiros,iberica
queiroz,iberica
queiruga,iberica
queixada,iberica
queixinhas,iberica
quejada,iberica
quejigo,iberica
quel,iberica
quelha,iberica
quelhas,iberica
quelle,iberica
quemada,iberica
quental,iberica
quer,iberica
queral,iberica
queralt,iberica
queralto,iberica
querido,iberica
quero,iberica
querol,iberica
quesada,iberica
quesadas,iberica
queseda,iberica
quessada,iberica
quetglas,iberica
quevedo,iberica
quexada,iberica
quezada,iberica
quialheiro,iberica
quidiello,iberica
quija,iberica
quijada,iberica
quijano,iberica
quildor,iberica
quile,iberica
quiles,iberica
quilez,iberica
quilis,iberica
quilles,iberica
quilos,iberica
quina,iberica
quinas,iberica
quinaz,iberica
quincoces,iberica
quindos,iberica
quingosta,iberica
quingostas,iberica
quinhone,iberica
quinhonero,iberica
quinon,iberica
quinonero,iberica
quinones,iberica
quinque,iberica
quinta,iberica
quintaires,iberica
quintairos,iberica
quintais,iberica
quintal,iberica
quintana,iberica
quintaneiro,iberica
quintanilha,iberica
quintanilla,iberica
quintano,iberica
quintans,iberica
quintao,iberica
quintas,iberica
quinteira,iberica
quinteiro,iberica
quinteiros,iberica
quintela,iberica
quintenla,iberica
quintero,iberica
quintiaes,iberica
quintian,iberica
quintiana,iberica
quintiliano,iberica
quintillan,iberica
quintinho,iberica
quintino,iberica
quinza,iberica
quirante,iberica
quirantes,iberica
quireza,iberica
quiriga,iberica
quirino,iberica
quiroga,iberica
quiros,iberica
quirosa,iberica
quiroz,iberica
quiroza,iberica
quita,iberica
quitairos,iberica
quiteria,iberica
quiterio,iberica
quito,iberica
quiza,iberica
rabaca,iberica
rabacal,iberica
rabaco,iberica
rabadan,iberica
rabago,iberica
rabal,iberica
rabanal,iberica
rabanaque,iberica
rabanea,iberica
rabaneda,iberica
rabanillo,iberica
rabano,iberica
rabanos,iberica
rabasa,iberica
rabassa,iberica
rabella,iberica
rabello,iberica
rabelo,iberica
rabico,iberica
rabinal,iberica
rabira,iberica
rabolla,iberica
rabunal,iberica
rachado,iberica
rachas,iberica
rachinha,iberica
radalga,iberica
radano,iberica
radigales,iberica
radio,iberica
radua,iberica
rael,iberica
raer,iberica
raez,iberica
rafael,iberica
rafart,iberica
rafeiro,iberica
rafel,iberica
rafoa,iberica
raga,iberica
ragel,iberica
ragolta,iberica
raguer,iberica
rahona,iberica
raia,iberica
raiado,iberica
raices,iberica
raido,iberica
raig,iberica
raigal,iberica
raimunda,iberica
raimundez,iberica
raimundo,iberica
raina,iberica
rainet,iberica
rainha,iberica
rainho,iberica
rajals,iberica
rajao,iberica
rajas,iberica
rajos,iberica
rajoy,iberica
ralda,iberica
ralha,iberica
ralla,iberica
ralo,iberica
raluy,iberica
rama,iberica
ramacho,iberica
ramadas,iberica
ramagosa,iberica
ramajo,iberica
ramal,iberica
ramalhaes,iberica
ramalhao,iberica
ramalheira,iberica
ramalheiro,iberica
ramalhete,iberica
ramalho,iberica
ramalhosa,iberica
ramalhoso,iberica
ramallo,iberica
raman,iberica
ramao,iberica
ramas,iberica
rambaud,iberica
rambla,iberica
ramcano,iberica
rami,iberica
ramil,iberica
ramila,iberica
raminhos,iberica
ramire,iberica
ramires,iberica
ramirez,iberica
ramiriz,iberica
ramiro,iberica
ramis,iberica
ramisa,iberica
ramo,iberica
ramoa,iberica
ramom,iberica
ramon,iberica
ramona,iberica
ramoneda,iberica
ramonell,iberica
ramos,iberica
ramos-paul,iberica
ramoz,iberica
rams,iberica
ramudo,iberica
ramusga,iberica
rana,iberica
rancano,iberica
rancao,iberica
ranchal,iberica
ranchhoddas,iberica
rancosinho,iberica
randa,iberica
randado,iberica
rando,iberica
randulfe,iberica
ranea,iberica
raneja,iberica
ranero,iberica
rangel,iberica
rangil,iberica
ranginha,iberica
ranha,iberica
ranhada,iberica
ranhado,iberica
ranhel,iberica
ranilla,iberica
ranito,iberica
ranquillo,iberica
rans,iberica
ransanz,iberica
ransell,iberica
ranz,iberica
ranzanz,iberica
rapado,iberica
rapallo,iberica
raposeiras,iberica
raposeiro,iberica
raposo,iberica
rapozo,iberica
raquel,iberica
raquena,iberica
raro,iberica
rascado,iberica
rascao,iberica
rascon,iberica
rasga,iberica
rasillo,iberica
rasoilo,iberica
rasteiro,iberica
rastolho,iberica
rastrero,iberica
rastrilla,iberica
rastrillo,iberica
rata,iberica
ratao,iberica
ratero,iberica
rates,iberica
ratinho,iberica
rato,iberica
ratola,iberica
raton,iberica
raulino,iberica
raurell,iberica
raurich,iberica
rausell,iberica
ravaneda,iberica
ravell,iberica
raventos,iberica
ravira,iberica
raymunda,iberica
rayo,iberica
razareu,iberica
razoes,iberica
razoilo,iberica
reacho,iberica
reaes,iberica
reais,iberica
real,iberica
realejo,iberica
reales,iberica
realista,iberica
realp,iberica
realvas,iberica
reanho,iberica
rebanda,iberica
rebellado,iberica
rebelle,iberica
rebelles,iberica
rebellez,iberica
rebello,iberica
rebelo,iberica
rebert,iberica
reberte,iberica
rebimbas,iberica
rebiriego,iberica
rebocho,iberica
reboiras,iberica
rebola,iberica
reboledo,iberica
reboleiro,iberica
rebolho,iberica
rebolhos,iberica
rebolla,iberica
rebollal,iberica
rebollar,iberica
rebollo,iberica
rebolloso,iberica
rebolo,iberica
rebon,iberica
rebonta,iberica
rebordao,iberica
rebordaos,iberica
rebordosa,iberica
reboreda,iberica
reboredo,iberica
reboso,iberica
reboto,iberica
rebouta,iberica
rebugent,iberica
rebull,iberica
reburdosa,iberica
recacho,iberica
recaj,iberica
recalde,iberica
recaman,iberica
recamano,iberica
recamon,iberica
recarey,iberica
recarte,iberica
recasens,iberica
recena,iberica
rech,iberica
recharte,iberica
reche,iberica
rechelo,iberica
recher,iberica
reches,iberica
rechino,iberica
recio,iberica
recobeni,iberica
recoder,iberica
recolde,iberica
recondo,iberica
reconso,iberica
recorder,iberica
recouso,iberica
rectoret,iberica
recuero,iberica
red,iberica
redal,iberica
rede,iberica
redero,iberica
redes,iberica
redinha,iberica
redinho,iberica
redol,iberica
redolat,iberica
redon,iberica
redondo,iberica
redonet,iberica
redorat,iberica
redorta,iberica
redoschi,iberica
redrado,iberica
redruello,iberica
reduto,iberica
reey,iberica
refega,iberica
refojo,iberica
refusta,iberica
regada,iberica
regadas,iberica
regado,iberica
regal,iberica
regalada,iberica
regalade,iberica
regalado,iberica
regalgo,iberica
regalona,iberica
regano,iberica
regas,iberica
regatao,iberica
regateiro,iberica
rege,iberica
regedor,iberica
regenga,iberica
regenjo,iberica
regenstreif,iberica
reges,iberica
regges,iberica
regia,iberica
regider,iberica
regidor,iberica
regil,iberica
regio,iberica
registo,iberica
reglero,iberica
rego,iberica
regodeiro,iberica
regolf,iberica
regordosa,iberica
regos,iberica
regra,iberica
reguant,iberica
regue,iberica
regueira,iberica
regueirinha,iberica
regueiro,iberica
reguenga,iberica
reguengo,iberica
reguera,iberica
regueras,iberica
reguero,iberica
reguerra,iberica
reguilon,iberica
regulez,iberica
rehecho,iberica
rehim,iberica
rei,iberica
reichs,iberica
reig,iberica
reigada,iberica
reigadas,iberica
reigado,iberica
reigosa,iberica
reigota,iberica
reigoto,iberica
reija,iberica
reimandez,iberica
reimao,iberica
reimondez,iberica
reimundes,iberica
reimundez,iberica
reina,iberica
reinaldo,iberica
reinaldos,iberica
reinales,iberica
reinante,iberica
reinas,iberica
reiniger,iberica
reino,iberica
reinoldes,iberica
reinosa,iberica
reinoso,iberica
reinozo,iberica
reiris,iberica
reiriz,iberica
reis,iberica
reitor,iberica
reixa,iberica
reixach,iberica
reiz,iberica
reje,iberica
rejes,iberica
rejo,iberica
rejon,iberica
rejtman,iberica
relancio,iberica
relha,iberica
relhas,iberica
relia,iberica
rellan,iberica
relles,iberica
relluy,iberica
relogio,iberica
relva,iberica
relvas,iberica
relys,iberica
rem,iberica
rema,iberica
remacha,iberica
remacho,iberica
remartinez,iberica
remedios,iberica
remesal,iberica
remesar,iberica
remesso,iberica
remigio,iberica
remirez,iberica
remisio,iberica
remoaldo,iberica
remohi,iberica
remola,iberica
remoli,iberica
remon,iberica
remondes,iberica
remualdo,iberica
remuge,iberica
remuinan,iberica
remunal,iberica
renales,iberica
renart,iberica
renau,iberica
rendeiro,iberica
rendo,iberica
rendon,iberica
rendos,iberica
rendueles,iberica
renedo,iberica
renet,iberica
rengel,iberica
renhim,iberica
renieblas,iberica
renom,iberica
renones,iberica
renoso,iberica
renovato,iberica
rentao,iberica
rentas,iberica
rente,iberica
rentero,iberica
rentes,iberica
rento,iberica
rentroia,iberica
renuncio,iberica
reol,iberica
reoyo,iberica
repas,iberica
repesa,iberica
repila,iberica
repiludo,iberica
repiro,iberica
repiso,iberica
repizo,iberica
repolho,iberica
represas,iberica
repulio,iberica
repullo,iberica
requeijo,iberica
requeina,iberica
requeira,iberica
requeiro,iberica
requeixa,iberica
requejo,iberica
requena,iberica
requeni,iberica
requeno,iberica
requera,iberica
requero,iberica
requesens,iberica
requia,iberica
requiena,iberica
resano,iberica
rescalvo,iberica
resco,iberica
reseco,iberica
reselo,iberica
resende,iberica
resendes,iberica
resille,iberica
resina,iberica
resino,iberica
resio,iberica
respall,iberica
ressano,iberica
ressio,iberica
ressureicao,iberica
ressurreicao,iberica
restas,iberica
reste,iberica
restoe,iberica
restolho,iberica
restoy,iberica
resua,iberica
resureicao,iberica
reta,iberica
retabe,iberica
retamar,iberica
retamera,iberica
retamero,iberica
retana,iberica
retanero,iberica
rete,iberica
reto,iberica
retorta,iberica
retroz,iberica
retto,iberica
retuerto,iberica
reu,iberica
reula,iberica
reus,iberica
reuta,iberica
revaliente,iberica
revelles,iberica
revelo,iberica
revenga,iberica
reventos,iberica
reverao,iberica
reverenda,iberica
reverendo,iberica
reveriego,iberica
reveron,iberica
revert,iberica
reverte,iberica
reverter,iberica
revertos,iberica
revez,iberica
reviejo,iberica
revilla,iberica
revillat,iberica
reviriego,iberica
revolledo,iberica
revolta,iberica
revoltos,iberica
revoredo,iberica
revuelta,iberica
revuelto,iberica
rex,iberica
rey,iberica
reyero,iberica
reyes,iberica
reymao,iberica
reyna,iberica
reynaldes,iberica
reynes,iberica
reynoldes,iberica
reynolds,iberica
reys,iberica
rez,iberica
reza,iberica
rezende,iberica
rezendes,iberica
rezina,iberica
rezio,iberica
riadigos,iberica
rial,iberica
rialp,iberica
riamonde,iberica
riancho,iberica
riande,iberica
rianho,iberica
riano,iberica
riatos,iberica
riau,iberica
riazzo,iberica
riba,iberica
ribadas,iberica
ribadeo,iberica
ribadulla,iberica
ribagorda,iberica
ribal,iberica
ribalaiga,iberica
riballada,iberica
riballo,iberica
ribalta,iberica
riban,iberica
ribandi,iberica
ribas,iberica
ribatallada,iberica
ribau,iberica
ribaudi,iberica
ribe,iberica
ribeira,iberica
ribeirete,iberica
ribeirinha,iberica
ribeirinho,iberica
ribeiro,iberica
ribela,iberica
ribella,iberica
ribelles,iberica
ribera,iberica
riberio,iberica
ribes,iberica
ribo,iberica
riboira,iberica
ribolleda,iberica
ribordao,iberica
ribot,iberica
riboura,iberica
rica,iberica
ricacho,iberica
ricardina,iberica
ricardo,iberica
ricart,iberica
ricciardiello,iberica
rice,iberica
richart,iberica
richarte,iberica
richena,iberica
rico,iberica
ricoi,iberica
ricon,iberica
ricote,iberica
ricoy,iberica
ridao,iberica
ridaura,iberica
